RBD,DV_RBD,NOMBRE_ESTABLECIMIENTO,DEPENDENCIA,AREA,COD_REGION,COD_PROV,COD_COM_EST,COMUNA,PRIMERA_PRIORIDAD,SEGUNDA_PRIORIDAD,TERCERA_PRIORIDAD,NO_VULNERABLES,SIN_INFORMACION,TOTAL_MATRICULA_2015,IVE_SINAE_2016
3304,9,COLEGIO SAN MIGUEL ARCANGEL,PARTICULAR SUBVENCIONADO,URBANO,7,74,7401,LINARES,220,34,81,75,1,411,81.5
3308,1,COLEGIO CONCEPCION LINARES,PARTICULAR SUBVENCIONADO,URBANO,7,74,7401,LINARES,91,17,65,139,8,320,54.1
3310,3,COLEGIO EVANGELICO ADONAY,PARTICULAR SUBVENCIONADO,URBANO,7,74,7401,LINARES,141,36,32,46,0,255,82
3311,1,ESCUELA LUCILA GODOY,PARTICULAR SUBVENCIONADO,URBANO,7,74,7401,LINARES,84,17,65,151,1,318,52.2
3313,8,LICEO JUAN DE DIOS PUGA,MUNICIPAL - DAEM,URBANO,7,74,7408,YERBAS BUENAS,185,28,30,15,0,258,94.2
3314,6,ESCUELA MAITENCILLO,MUNICIPAL - DAEM,RURAL,7,74,7408,YERBAS BUENAS,112,23,13,12,0,160,92.5
3315,4,ESCUELA SILVANO FERNANDEZ,MUNICIPAL - DAEM,RURAL,7,74,7408,YERBAS BUENAS,102,30,18,10,0,160,93.8
3316,2,ESCUELA SANTA ANA DE QUERI,MUNICIPAL - DAEM,RURAL,7,74,7408,YERBAS BUENAS,73,6,10,4,0,93,95.7
3317,0,LICEO JUAN GOMEZ MILLAS,MUNICIPAL - DAEM,RURAL,7,74,7408,YERBAS BUENAS,129,12,5,6,1,153,95.4
3318,9,ESCUELA JORGE SALGADO PICA,MUNICIPAL - DAEM,RURAL,7,74,7408,YERBAS BUENAS,51,19,5,7,0,82,91.5
3319,7,ESCUELA ALFREDO NOGUERA PRIETO,MUNICIPAL - DAEM,RURAL,7,74,7407,VILLA ALEGRE,115,24,27,20,0,186,89.2
3320,0,ESCUELA BERNARDO OHIGGINS,MUNICIPAL - DAEM,RURAL,7,74,7408,YERBAS BUENAS,8,1,0,0,0,9,100
3321,9,ESCUELA SANTA ELENA,MUNICIPAL - DAEM,RURAL,7,74,7408,YERBAS BUENAS,49,16,10,7,0,82,91.5
3322,7,ESCUELA COIRONAL,MUNICIPAL - DAEM,RURAL,7,74,7408,YERBAS BUENAS,4,2,1,1,0,8,87.5
3323,5,ESCUELA LUIS AMBROSIO CONCHA,MUNICIPAL - DAEM,RURAL,7,74,7408,YERBAS BUENAS,106,24,16,16,0,162,90.1
3325,1,ESCUELA PARTICULAR ARTURO PRAT,PARTICULAR SUBVENCIONADO,RURAL,7,74,7408,YERBAS BUENAS,46,11,9,5,1,72,91.7
3329,4,ESCUELA MAULE SUR,MUNICIPAL - DAEM,RURAL,7,74,7402,COLBÚN,134,21,13,18,0,186,90.3
3330,8,ESCUELA LA FLORESTA,MUNICIPAL - DAEM,RURAL,7,74,7402,COLBÚN,87,21,12,7,0,127,94.5
3332,4,ESCUELA ANDRES BELLO,MUNICIPAL - DAEM,RURAL,7,74,7402,COLBÚN,118,26,15,14,0,173,91.9
3333,2,ESCUELA CARLOS DEL CAMPO RIVERA,MUNICIPAL - DAEM,RURAL,7,74,7402,COLBÚN,102,17,12,3,0,134,97.8
3334,0,ESCUELA MONSENOR MANUEL LARRAIN E.,MUNICIPAL - DAEM,RURAL,7,74,7402,COLBÚN,169,23,13,21,0,226,90.7
3335,9,ESCUELA PANIMAVIDA,MUNICIPAL - DAEM,RURAL,7,74,7402,COLBÚN,245,29,25,21,0,320,93.4
3336,7,ESCUELA RARI,MUNICIPAL - DAEM,RURAL,7,74,7402,COLBÚN,20,3,2,1,0,26,96.2
3337,5,ESCUELA AMALIA AMSTRONG DE TORRES,MUNICIPAL - DAEM,RURAL,7,74,7402,COLBÚN,9,3,2,0,0,14,100
3338,3,ESCUELA KURT MOLLER BOCHERENS,MUNICIPAL - DAEM,RURAL,7,74,7402,COLBÚN,18,5,0,0,0,23,100
3340,5,ESCUELA LA GUARDIA,MUNICIPAL - DAEM,RURAL,7,74,7402,COLBÚN,15,0,1,1,1,18,88.9
3344,8,ESCUELA LOS BOLDOS,MUNICIPAL - DAEM,RURAL,7,74,7402,COLBÚN,4,0,0,0,0,4,100
3345,6,ESCUELA  LOMAS DE PUTAGAN,MUNICIPAL - DAEM,RURAL,7,74,7402,COLBÚN,51,3,7,5,1,67,91
3346,4,ESCUELA SANTA ELENA,MUNICIPAL - DAEM,RURAL,7,74,7402,COLBÚN,8,2,0,0,0,10,100
3347,2,ESCUELA PARTICULAR MARTA BRUNET,PARTICULAR SUBVENCIONADO,URBANO,7,74,7402,COLBÚN,170,24,38,44,1,277,83.8
3349,9,ESCUELA JUAN DE LA CRUZ DOMINGUEZ G.,MUNICIPAL - DAEM,URBANO,7,74,7403,LONGAVÍ,287,55,41,35,1,419,91.4
3352,9,ESCUELA ANSELMO DEL CARMEN TAPIA LOYOLA,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,81,24,17,9,0,131,93.1
3353,7,ESCUELA ROBERTO OPAZO GALVEZ,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,73,16,10,15,0,114,86.8
3354,5,ESCUELA ONOFRE VASQUEZ NORAMBUENA,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,76,20,16,23,0,135,83
3355,3,ESCUELA GABRIELA MISTRAL,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,85,18,15,4,0,122,96.7
3356,1,ESCUELA CARDENAL JOSE MARIA CARO,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,76,33,29,35,0,173,79.8
3358,8,ESCUELA JOSE MIGUEL CARRERA,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,41,17,2,9,0,69,87
3359,6,LICEO LAURA URRUTIA BENAVENTE,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,49,24,13,19,0,105,81.9
3361,8,ESCUELA FRANCISCO URRUTIA URRUTIA,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,129,39,21,23,0,212,89.2
3362,6,ESCUELA GABRIEL BENAVENTE BENAVENTE,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,98,31,19,24,0,172,86
3364,2,ESCUELA LUIS PEREIRA INIGUEZ,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,17,9,2,6,0,34,82.4
3365,0,ESCUELA MARIA AMBROSIA TAPIA MENDEZ,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,64,14,3,1,0,82,98.8
3366,9,ESCUELA CARLOS MONTERO JARAMILLO,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,16,4,2,2,0,24,91.7
3367,7,ESCUELA DOMINGA CUELLAR IBANEZ,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,9,1,0,0,0,10,100
3368,5,ESCUELA JUAN SEGUNDO MUNOZ BRIONES,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,47,9,5,3,0,64,95.3
3369,3,ESCUELA ROBERTO MUNOZ VALDES,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,1,2,1,2,0,6,66.7
3371,5,ESCUELA PAULA JARAQUEMADA,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,32,12,10,5,0,59,91.5
3373,1,ESCUELA EL CARMEN,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,32,7,4,3,0,46,93.5
3375,8,ESCUELA CARLOS CONDELL,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,2,3,0,0,0,5,100
3376,6,ESCUELA MARCELA PAZ,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,64,21,18,14,0,117,88
3377,4,ESCUELA MANUEL ROZAS ARISTIA,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,13,5,1,0,0,19,100
3378,2,ESCUELA SOFIA VASQUEZ REBOLLEDO,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,8,1,1,0,0,10,100
3381,2,ESCUELA ANGEL CRUCHAGA SANTA MARIA,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,76,20,11,4,0,111,96.4
3382,0,ESCUELA PEDRO ALESSANDRI VARGAS,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,78,28,10,19,0,135,85.9
3383,9,ESCUELA SANTIAGO BUERAS AVARIA,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,12,7,4,5,0,28,82.1
3384,7,ESCUELA RAMBERTO CARRERA MARTINEZ,MUNICIPAL - DAEM,RURAL,7,74,7403,LONGAVÍ,2,1,1,0,0,4,100
3385,5,ESCUELA PARTICULAR NRO 9 LOS CERRILLOS,PARTICULAR SUBVENCIONADO,RURAL,7,74,7403,LONGAVÍ,26,8,5,4,0,43,90.7
3387,1,LICEO FEDERICO HEISE MARTI,MUNICIPAL - DAEM,URBANO,7,74,7404,PARRAL,16,5,1,1,0,23,95.7
3389,8,ESCUELA SANTIAGO URRUTIA BENAVENTE,MUNICIPAL - DAEM,URBANO,7,74,7404,PARRAL,174,11,15,5,0,205,97.6
3390,1,ESCUELA LUIS ARMANDO GOMEZ MUNOZ,MUNICIPAL - DAEM,URBANO,7,74,7404,PARRAL,153,17,19,12,0,201,94
3393,6,ESCUELA ARRAU MENDEZ,MUNICIPAL - DAEM,URBANO,7,74,7404,PARRAL,238,13,14,7,1,273,97.1
3395,2,ESCUELA NIDER ORREGO QUEVEDO,MUNICIPAL - DAEM,URBANO,7,74,7404,PARRAL,236,32,21,16,0,305,94.8
3398,7,ESCUELA JOSE MATTA CALLEJON,MUNICIPAL - DAEM,URBANO,7,74,7404,PARRAL,176,25,21,17,0,239,92.9
3400,2,COLEGIO ALBERTO MOLINA CASTILLO,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,44,11,5,8,0,68,88.2
3401,0,ESCUELA EL LIBERTADOR,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,77,13,12,9,1,112,91.1
3402,9,ESCUELA PALMA ROSA,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,42,10,3,3,0,58,94.8
3403,7,ESCUELA MANUEL MEJIAS MILLAR,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,0,0,0,1,0,1,0
3404,5,ESCUELA IGNACIO URRUTIA DE LA SOTTA,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,62,17,6,1,0,86,98.8
3405,3,ESCUELA ARMANDO GUZMAN MORALES,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,29,7,6,1,0,43,97.7
3406,1,ESCUELA CARLOS ZINIGA FUENTES,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,0,1,2,0,0,3,100
3408,8,ESCUELA FRANCISCO MAUREIRA,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,28,12,13,8,0,61,86.9
3411,8,ESC.HORACIO VILLABLANCA HERNANDEZ,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,5,2,0,2,0,9,77.8
3413,4,ESCUELA VILLA REINA,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,14,7,1,1,0,23,95.7
3415,0,ESCUELA PERQUILAUQUEN SANTA MARIA,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,1,0,1,0,0,2,100
3417,7,ESCUELA SOLANO CASTILLO TAPIA,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,2,0,0,0,0,2,100
3418,5,ESCUELA RAFAEL RETAMAL LOPEZ,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,3,0,0,1,0,4,75
3419,3,ESCUELA EL CIENAGO,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,4,0,0,2,0,6,66.7
3420,7,ESCUELA UNICAVEN,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,4,0,0,0,0,4,100
3421,5,ESCUELA JUAN BULNES ALDUNATE,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,1,0,0,0,0,1,100
3429,0,ESCUELA LA FORTUNA,MUNICIPAL - DAEM,RURAL,7,74,7404,PARRAL,2,0,0,0,0,2,100
3430,4,INSTITUTO PARRAL,PARTICULAR SUBVENCIONADO,URBANO,7,74,7404,PARRAL,160,20,65,65,3,313,78.3
3431,2,COLEGIO SAN JOSE,PARTICULAR SUBVENCIONADO,URBANO,7,74,7404,PARRAL,226,29,113,191,4,563,65.4
3432,0,COLEGIO PARTICULAR PROVIDENCIA,PARTICULAR SUBVENCIONADO,URBANO,7,74,7404,PARRAL,409,93,187,204,3,896,76.9
3433,9,COLEGIO CONCEPCION  DE PARRAL,PARTICULAR SUBVENCIONADO,URBANO,7,74,7404,PARRAL,55,6,45,109,19,234,45.3
3434,7,LICEO GUILLERMO MARIN LARRAIN,MUNICIPAL - DAEM,URBANO,7,74,7405,RETIRO,45,7,6,6,0,64,90.6
3435,5,ESCUELA MANUEL MONTT,MUNICIPAL - DAEM,URBANO,7,74,7405,RETIRO,347,41,22,15,0,425,96.5
3436,3,ESCUELA COPIHUE,MUNICIPAL - DAEM,URBANO,7,74,7405,RETIRO,87,24,14,21,1,147,85
3437,1,ESCUELA RAMON BARROS LUCO,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,55,13,11,5,0,84,94
3439,8,ESCUELA SAN ISIDRO,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,12,4,0,0,0,16,100
3440,1,ESCUELA GERTRUDIS ALARCON ARCE,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,43,3,4,6,0,56,89.3
3442,8,COLEGIO AJIAL,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,89,26,13,7,0,135,94.8
3443,6,COLEGIO ROBINSON CABRERA BELTRAN,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,99,13,18,5,1,136,95.6
3444,4,ESCUELA AMANDA BENAVENTE D.,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,1,0,0,0,0,1,100
3445,2,ESCUELA ROMERAL,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,42,4,12,4,0,62,93.5
3447,9,ESCUELA SANTA ADRIANA,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,2,0,1,1,0,4,75
3448,7,ESCUELA SANTA ISABEL,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,50,10,10,4,0,74,94.6
3449,5,ESCUELA SAN RAMON,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,12,7,2,6,0,27,77.8
3450,9,ESCUELA SANTA DELFINA,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,21,2,2,0,0,25,100
3451,7,ESCUELA SAN NICOLAS,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,5,0,0,0,0,5,100
3452,5,ESCUELA PATRICIO LARRAIN VALENZUELA,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,4,2,3,3,0,12,75
3453,3,ESCUELA SANTA CECILIA,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,21,7,3,1,0,32,96.9
3454,1,ESCUELA LOS ROBLES,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,54,15,7,4,0,80,95
3457,6,ESCUELA MANTUL,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,10,1,0,1,0,12,91.7
3458,4,ESCUELA MARIA IGNACIA MENA MONROY,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,20,16,3,4,0,43,90.7
3459,2,ESCUELA LA CAPILLA,MUNICIPAL - DAEM,RURAL,7,74,7405,RETIRO,21,8,1,2,0,32,93.8
3460,6,COLEGIO POLIVALENTE LAS CAMELIAS,PARTICULAR SUBVENCIONADO,RURAL,7,74,7405,RETIRO,174,40,47,23,0,284,91.9
3461,4,LICEO FRANCISCO ANTONIO ENCINA ARMANET,MUNICIPAL - DAEM,URBANO,7,74,7407,VILLA ALEGRE,14,0,1,1,0,16,93.8
3462,2,ESCUELA TIMOTEO ARAYA ALEGRIA,MUNICIPAL - DAEM,URBANO,7,74,7407,VILLA ALEGRE,265,24,30,27,0,346,92.2
3463,0,ESCUELA MALAQUIAS CONCHA ORTIZ,MUNICIPAL - DAEM,RURAL,7,74,7407,VILLA ALEGRE,52,7,0,8,0,67,88.1
3464,9,ESCUELA HERNAN LOBOS ARIAS,MUNICIPAL - DAEM,RURAL,7,74,7407,VILLA ALEGRE,183,16,24,23,0,246,90.7
3465,7,ESCUELA ALCALDE SERAFIN GUTIERREZ F.,MUNICIPAL - DAEM,RURAL,7,74,7407,VILLA ALEGRE,53,18,5,11,0,87,87.4
3466,5,ESCUELA ALCALDE ORLANDO RODRIGUEZ DEL C.,MUNICIPAL - DAEM,RURAL,7,74,7407,VILLA ALEGRE,53,15,10,12,0,90,86.7
3467,3,ESCUELA ALCALDE MANUEL SALVADOR DEL C.,MUNICIPAL - DAEM,RURAL,7,74,7407,VILLA ALEGRE,40,5,6,4,0,55,92.7
3468,1,ESCUELA ASCENCIO ASTORQUIZA ZABALA,MUNICIPAL - DAEM,RURAL,7,74,7407,VILLA ALEGRE,25,6,11,6,0,48,87.5
3470,3,ESCUELA TRINIDAD ALCAINO TAPIA,MUNICIPAL - DAEM,RURAL,7,74,7407,VILLA ALEGRE,90,28,37,15,1,171,90.6
3471,1,ESCUELA PROFESOR RAMON LEIVA NARVAEZ,MUNICIPAL - DAEM,RURAL,7,74,7407,VILLA ALEGRE,79,17,17,12,0,125,90.4
3475,4,ESCUELA JOSE PALMA FERNANDEZ,MUNICIPAL - DAEM,RURAL,7,74,7407,VILLA ALEGRE,95,19,10,11,0,135,91.9
3480,0,ESCUELA JOSE MANUEL BALMACEDA,MUNICIPAL - DAEM,URBANO,7,74,7406,SAN JAVIER,297,48,66,65,0,476,86.3
3481,9,ESCUELA MANUEL DE SALAS,MUNICIPAL - DAEM,URBANO,7,74,7406,SAN JAVIER,219,37,28,22,0,306,92.8
3482,7,ESCUELA JUSTA NARVAEZ,MUNICIPAL - DAEM,URBANO,7,74,7406,SAN JAVIER,97,10,13,9,0,129,93
3483,5,ESCUELA GERONIMO LAGOS LISBOA,MUNICIPAL - DAEM,URBANO,7,74,7406,SAN JAVIER,253,39,52,55,1,400,86
3488,6,ESCUELA IRENE MORALES,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,39,5,3,6,2,55,85.5
3489,4,ESCUELA JORGE GONZALEZ BASTIAS,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,40,5,5,5,0,55,90.9
3490,8,ESCUELA JULIO MONTT SALAMANCA,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,89,47,19,35,0,190,81.6
3491,6,ESCUELA JUAN DE DIOS ALDEA,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,89,11,8,8,0,116,93.1
3492,4,ESCUELA BERNARDO OHIGGINS,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,106,35,19,7,0,167,95.8
3494,0,ESCUELA MANUEL RODRIGUEZ,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,69,23,8,15,0,115,87
3495,9,ESCUELA PEDRO LAGOS,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,70,31,16,24,0,141,83
3497,5,ESCUELA JOSE MIGUEL CARRERA,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,60,34,19,29,0,142,79.6
3502,5,ADELAIDA RIQUELME MESA,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,10,0,1,1,0,12,91.7
3503,3,ESCUELA PATRICIO LINCH,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,3,0,0,0,0,3,100
3506,8,ESCUELA INES DE SUAREZ,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,8,1,0,0,0,9,100
3513,0,ESCUELA IGNACIO SERRANO,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,2,0,0,1,0,3,66.7
3515,7,ESCUELA RAMON CARNICER,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,21,2,1,2,0,26,92.3
3517,3,ESCUELA CANDELARIA PEREZ,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,28,9,3,5,0,45,88.9
3518,1,ESCUELA MARIANO EGANA,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,3,1,0,1,0,5,80
3520,3,ESCUELA MARIANO LATORRE,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,21,7,7,6,0,41,85.4
3521,1,ESCUELA ELEUTERIO RAMIREZ,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,3,1,0,0,0,4,100
3523,8,ESCUELA CARLOS CONDELL,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,7,1,3,2,0,13,84.6
3524,6,ESCUELA MANUEL BULNES,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,2,1,0,0,0,3,100
3526,2,ESCUELA AURELIO MEZA RIVERA,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,3,0,2,0,0,5,100
3527,0,ESCUELA CAMILA MATTA VIAL,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,4,6,2,5,0,17,70.6
3528,9,ESCUELA LA CONCEPCION,MUNICIPAL - DAEM,RURAL,7,74,7406,SAN JAVIER,0,0,0,2,0,2,0
3530,0,COLEGIO PARTICULAR SAN JOSE,PARTICULAR SUBVENCIONADO,URBANO,7,74,7406,SAN JAVIER,256,66,136,154,2,614,74.6
3531,9,INSTITUTO REGIONAL DEL MAULE,PARTICULAR SUBVENCIONADO,URBANO,7,74,7406,SAN JAVIER,133,25,124,293,10,585,48.2
3532,7,COLEGIO PARTICULAR PIAGET,PARTICULAR SUBVENCIONADO,URBANO,7,74,7406,SAN JAVIER,95,27,57,103,3,285,62.8
3533,5,LICEO SAGRADOS CORAZONES,PARTICULAR SUBVENCIONADO,URBANO,7,74,7406,SAN JAVIER,286,55,137,209,1,688,69.5
3538,6,LICEO ANTONIO VARAS,MUNICIPAL - DAEM,URBANO,7,72,7201,CAUQUENES,435,57,105,119,0,716,83.4
3541,6,ESCUELA ANIBAL PINTO,MUNICIPAL - DAEM,URBANO,7,72,7201,CAUQUENES,289,62,75,80,0,506,84.2
3544,0,COLEGIO BLANCO ENCALADA,MUNICIPAL - DAEM,URBANO,7,72,7201,CAUQUENES,138,13,15,25,0,191,86.9
3545,9,ESCUELA BARRIO ESTACION,MUNICIPAL - DAEM,URBANO,7,72,7201,CAUQUENES,272,32,34,34,0,372,90.9
3546,7,ESCUELA INDEPENDENCIA,MUNICIPAL - DAEM,URBANO,7,72,7201,CAUQUENES,226,44,59,81,0,410,80.2
3548,3,ESCUELA ROSITA OHIGGINS,MUNICIPAL - DAEM,URBANO,7,72,7201,CAUQUENES,124,15,8,9,0,156,94.2
3549,1,ESCUELA PORONGO,MUNICIPAL - DAEM,URBANO,7,72,7201,CAUQUENES,236,37,38,29,0,340,91.5
3550,5,ESCUELA PURISIMA CONCEPCION DE POCILLAS,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,22,4,0,3,0,29,89.7
3551,3,ESCUELA LOS CONQUISTADORES,MUNICIPAL - DAEM,URBANO,7,72,7201,CAUQUENES,103,17,15,15,0,150,90
3552,1,ESCUELA ADOLFO QUIROZ HERNANDEZ,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,39,17,5,9,0,70,87.1
3554,8,ESCUELA CLORINDO ALVEAR,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,44,12,3,6,0,65,90.8
3555,6,ESCUELA OCTAVIO PALMA PEREZ,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,40,8,6,10,0,64,84.4
3559,9,ESCUELA IVAN ALEJANDRO DE LA CUADRA,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,4,1,1,0,0,6,100
3564,5,ESCUELA HECTOR SILVESTRE PAIVA MANRIQUEZ,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,12,1,0,0,0,13,100
3566,1,ESCUELA CARLOS RODRIGUEZ URRUTIA,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,6,0,0,2,0,8,75
3568,8,ESCUELA GUSTAVO ILUFI ILUFI,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,3,0,0,0,0,3,100
3569,6,ESCUELA JAVIERA CARRERA,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,8,4,0,0,0,12,100
3573,4,ESCUELA PEDRO DE VALDIVIA,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,14,4,0,4,0,22,81.8
3579,3,ESCUELA RINCON DE PILEN,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,7,0,0,0,0,7,100
3580,7,ESCUELA PEDERNALES,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,13,1,0,1,0,15,93.3
3582,3,ESCUELA PADRE HURTADO,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,4,0,1,0,0,5,100
3583,1,ESCUELA MARIA GONZALEZ VERA,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,3,1,0,0,0,4,100
3586,6,ESCUELA CHORRILLOS,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,7,0,0,0,0,7,100
3588,2,ESCUELA ESTER URRUTIA DE RUIZ,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,29,5,0,1,0,35,97.1
3594,7,ESCUELA MARIA RUIZ MARTINEZ,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,4,1,0,0,0,5,100
3596,3,ESCUELA LA CAPILLA DE PILEN ALTO,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,3,1,1,2,0,7,71.4
3599,8,ESCUELA MIXTA ATENEA,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,14,1,1,0,0,16,100
3601,3,ESCUELA LA  PATAGUA,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,10,1,2,0,0,13,100
3602,1,ESCUELA EL TROZO,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,30,3,2,1,0,36,97.2
3604,8,ESCUELA CABRERIA,MUNICIPAL - DAEM,RURAL,7,72,7201,CAUQUENES,21,3,1,0,0,25,100
3608,0,LICEO INMACULADA CONCEPCION,PARTICULAR SUBVENCIONADO,URBANO,7,72,7201,CAUQUENES,160,21,98,281,10,570,48.9
3609,9,LICEO PELLUHUE,MUNICIPAL - DAEM,URBANO,7,72,7203,PELLUHUE,277,38,29,45,0,389,88.4
3610,2,ESCUELA GLADYS CANALES PAREDES,MUNICIPAL - DAEM,URBANO,7,72,7203,PELLUHUE,153,21,32,58,0,264,78
3611,0,ESCUELLA BLANCA BUSTOS CASTILLO,MUNICIPAL - DAEM,RURAL,7,72,7203,PELLUHUE,73,6,5,11,0,95,88.4
3612,9,ESCUELA SAN ALFONSO CANELILLO,MUNICIPAL - DAEM,RURAL,7,72,7203,PELLUHUE,12,1,0,0,0,13,100
3614,5,ESCUELA JOSE RIVAS HERNANDEZ,MUNICIPAL - DAEM,RURAL,7,72,7203,PELLUHUE,11,2,2,0,0,15,100
